序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
5308,600480,凌云股份,16.78,-3.12,-0.54,524302.0,901290041.0,6.99,17.85,16.64,17.5,17.32,0.96,5.72,23.63,2.14,15778180472.0,15386679580.0,0.18,-0.06,62.91,55.23
5309,000785,居然智家,4.35,-3.12,-0.14,2181757.0,953131437.21,3.56,4.47,4.31,4.4,4.49,0.56,3.7,27.76,1.33,27087662341.0,25656057035.0,0.23,0.23,46.96,21.85
5310,300685,艾德生物,25.33,-3.14,-0.82,166468.0,427026996.62,6.16,26.65,25.04,26.3,26.15,0.81,4.22,33.31,5.58,10092404372.0,10003059636.0,0.2,0.24,-2.58,11.1
5311,002277,友阿股份,5.56,-3.14,-0.18,1649604.0,937808479.69,7.49,5.96,5.53,5.9,5.74,1.32,11.83,50.83,1.14,7751600768.0,7751600768.0,0.0,0.0,58.86,-4.96
5312,300759,康龙化成,28.41,-3.14,-0.92,384459.0,1102817303.93,3.85,29.29,28.16,29.29,29.33,0.88,2.71,26.65,3.77,50518534865.0,40324716855.0,0.11,0.04,0.11,10.54
5313,835670,数字人,20.38,-3.14,-0.66,59444.0,122398717.53,4.99,21.18,20.13,20.72,21.04,0.62,8.92,-390.22,8.96,2163997312.0,1358294820.0,0.0,0.2,4.84,32.25
5314,301488,豪恩汽电,72.9,-3.15,-2.37,38283.0,278799616.64,4.36,75.0,71.72,74.25,75.27,0.68,16.35,71.81,5.25,6706800000.0,1706953500.0,0.07,-0.15,19.7,31.85
5315,430556,雅达股份,12.3,-3.15,-0.4,250634.0,313178829.6,11.97,13.31,11.79,11.88,12.7,0.88,21.21,81.01,3.9,1984176960.0,1453441050.0,0.0,-0.4,12.33,61.21
5316,301512,智信精密,48.25,-3.15,-1.57,23377.0,112788085.27,4.52,49.56,47.31,49.56,49.82,0.8,9.42,-58.67,2.62,2573336550.0,1197246550.0,-0.06,-0.23,10.21,24.36
5317,688048,长光华芯,62.36,-3.15,-2.03,92300.0,578432415.0,4.95,64.5,61.31,63.1,64.39,0.9,9.26,-130.07,3.64,10992817245.0,6212642314.0,-0.06,0.02,42.34,59.94
5318,688590,新致软件,24.55,-3.16,-0.8,180270.0,436225662.0,7.61,25.23,23.3,24.8,25.35,0.77,6.86,151.15,4.6,6448139767.0,6448139767.0,-0.41,-0.45,47.09,53.15
5319,605128,上海沿浦,45.1,-3.18,-1.48,38913.0,177790935.0,6.61,47.5,44.42,46.0,46.58,0.77,3.29,40.53,3.73,5862514183.0,5340072716.0,0.02,0.13,30.01,22.06
5320,300251,光线传媒,27.09,-3.18,-0.89,2639452.0,7329096049.94,7.86,29.2,27.0,28.0,27.98,0.62,9.47,129.33,8.93,79471452423.0,75505880660.0,0.0,0.0,209.95,186.97
5321,003033,征和工业,30.74,-3.18,-1.01,41399.0,127946561.51,3.65,31.5,30.34,31.3,31.75,1.11,5.14,19.28,2.06,2512995000.0,2477586393.0,-0.1,0.13,13.31,14.49
5322,300378,鼎捷数智,39.84,-3.18,-1.31,216774.0,867692782.93,4.01,40.96,39.31,40.74,41.15,0.72,8.04,162.54,5.19,10812290347.0,10741355227.0,0.03,-0.03,38.91,54.0
5323,688283,坤恒顺维,27.02,-3.19,-0.89,3305.0,9004377.0,2.9,27.72,26.91,27.71,27.91,0.73,0.39,148.77,3.46,3291036000.0,2309982248.0,0.0,-0.04,-3.43,9.75
5324,688662,富信科技,39.77,-3.19,-1.31,45215.0,181255601.0,6.18,41.85,39.31,40.0,41.08,1.43,5.12,72.93,4.99,3509304800.0,3509304800.0,0.05,0.35,10.84,15.88
5325,002622,皓宸医疗,3.03,-3.19,-0.1,478010.0,145427729.7,3.19,3.11,3.01,3.09,3.13,0.55,5.69,141.43,5.68,2545200000.0,2545125008.0,-0.33,0.0,-0.33,9.78
5326,301286,侨源股份,30.29,-3.2,-1.0,13370.0,40898512.0,4.31,31.53,30.18,31.29,31.29,1.38,3.37,70.63,7.0,12119029000.0,1203270250.0,0.13,0.1,-15.74,-14.53
5327,002906,华阳集团,35.68,-3.2,-1.18,182413.0,655227446.92,4.31,36.97,35.38,36.94,36.86,1.04,3.48,30.23,2.99,18728095216.0,18721335355.0,0.0,0.03,12.48,16.03
5328,002474,榕基软件,7.83,-3.21,-0.26,1084606.0,853177698.81,3.71,8.01,7.71,8.01,8.09,1.21,20.43,-184.97,3.32,4871826000.0,4155897349.0,-0.13,-0.63,19.72,30.72
5329,300465,高伟达,19.55,-3.22,-0.65,557826.0,1095255500.4,4.46,20.15,19.25,19.9,20.2,0.74,12.57,270.63,13.14,8675299929.0,8675299929.0,0.0,0.21,28.45,6.48
5330,300768,迪普科技,21.62,-3.22,-0.72,142913.0,309128642.5,4.3,22.23,21.27,22.23,22.34,0.81,3.4,113.01,4.3,13919583823.0,9094835869.0,0.09,0.0,10.87,23.54
5331,870204,沪江材料,20.68,-3.23,-0.69,29090.0,61351603.64,5.33,21.74,20.6,21.23,21.37,1.07,5.83,66.06,4.11,1949871642.0,1031540238.0,0.05,-0.1,-30.14,18.58
5332,603305,旭升集团,18.24,-3.24,-0.61,498567.0,908427169.0,6.84,18.79,17.5,18.46,18.85,0.97,5.34,39.53,2.58,17022146208.0,17022146208.0,-0.22,0.11,22.99,38.71
5333,300323,华灿光电,8.37,-3.24,-0.28,704012.0,591671579.99,3.47,8.57,8.27,8.57,8.65,0.8,8.01,-28.34,1.89,13584499931.0,7358495988.0,-0.36,-0.24,30.78,1.09
5334,600363,联创光电,50.48,-3.24,-1.69,147851.0,743694206.0,4.41,51.81,49.51,51.81,52.17,1.14,3.26,51.18,5.37,22893409436.0,22893409436.0,-0.02,-0.08,2.96,5.43
5335,300649,杭州园林,12.24,-3.24,-0.41,72414.0,89325659.0,4.27,12.63,12.09,12.37,12.65,0.96,6.82,-73.28,3.15,1620779294.0,1298869803.0,0.25,0.0,-2.7,14.29
5336,688702,盛科通信-U,76.2,-3.25,-2.56,38393.0,295331494.0,5.69,79.48,75.0,78.5,78.76,0.93,1.91,-307.52,13.48,31242000000.0,15353673865.0,-0.12,0.08,11.44,-9.29
5337,300290,荣科科技,20.49,-3.26,-0.69,376389.0,767464876.22,3.45,20.88,20.15,20.8,21.18,0.87,5.89,-1485.43,16.0,13108120339.0,13097665829.0,0.0,-0.05,-11.49,0.69
5338,301169,零点有数,43.81,-3.27,-1.48,29516.0,129810910.52,3.38,44.88,43.35,44.49,45.29,0.88,4.11,-35.17,6.08,3148753326.0,3147767601.0,-0.05,-0.05,-0.61,9.42
5339,001301,尚太科技,51.75,-3.27,-1.75,56655.0,295820483.28,3.46,53.36,51.51,53.36,53.5,1.05,3.52,17.52,2.23,13500920363.0,8334459113.0,-0.14,-0.14,-28.43,-24.51
5340,002524,光正眼科,4.42,-3.28,-0.15,409620.0,180400472.0,3.28,4.5,4.35,4.48,4.57,0.7,8.06,-82.6,8.4,2291624467.0,2246683454.0,0.23,0.23,4.99,21.43
5341,000526,学大教育,51.55,-3.28,-1.75,36696.0,190639694.96,5.44,53.66,50.76,53.4,53.3,0.81,3.08,27.08,7.86,6344243499.0,6133940119.0,0.0,-0.1,18.97,22.56
5342,301556,托普云农,110.93,-3.29,-3.77,87051.0,1067870797.33,23.97,135.99,108.5,123.0,114.7,1.94,47.44,92.63,10.54,9460110400.0,2035308364.0,0.0,-0.38,27.71,28.36
5343,300980,祥源新材,30.89,-3.29,-1.05,131050.0,400377184.31,6.89,31.95,29.75,31.95,31.94,0.83,13.33,153.35,3.12,4273844270.0,3037767329.0,0.0,-0.06,33.38,34.89
5344,002095,生 意 宝,20.86,-3.29,-0.71,144290.0,301441908.0,3.66,21.44,20.65,21.4,21.57,0.54,5.73,-266.0,5.8,5271739200.0,5250637537.0,0.14,0.14,6.92,16.21
5345,603031,安孚科技,29.92,-3.3,-1.02,84175.0,253152089.0,3.01,30.63,29.7,30.63,30.94,0.81,3.99,31.59,3.48,6316710400.0,6316710400.0,0.03,-0.23,-4.13,4.62
5346,002722,物产金轮,16.42,-3.3,-0.56,257758.0,428969192.34,5.06,17.15,16.29,16.8,16.98,1.11,14.69,22.44,1.34,3392179673.0,2881750328.0,0.12,-0.06,5.26,15.8
5347,688378,奥来德,23.72,-3.3,-0.81,73882.0,175104896.0,5.3,24.65,23.35,24.65,24.53,1.07,3.67,54.76,2.84,4937275802.0,4772843117.0,-0.13,0.04,-5.54,3.99
5348,839680,广道数字,20.78,-3.3,-0.71,73744.0,155626641.0,5.82,21.91,20.66,20.98,21.49,0.9,15.73,-44.53,2.17,1392257922.0,974443688.0,0.0,0.1,-29.13,40.6
5349,688768,容知日新,47.6,-3.31,-1.63,19359.0,91503384.0,5.06,48.9,46.41,48.6,49.23,0.87,2.37,1148.35,4.34,4161542003.0,3885399885.0,-0.15,0.25,33.93,30.99
5350,603707,健友股份,13.14,-3.31,-0.45,147087.0,196029530.0,4.93,13.72,13.05,13.6,13.59,1.54,0.91,26.28,3.41,21229443493.0,21229443493.0,-0.15,0.0,-8.3,-0.98
5351,603383,顶点软件,41.57,-3.33,-1.43,112831.0,472335013.0,5.14,43.11,40.9,42.5,43.0,1.03,5.52,63.25,6.04,8537936717.0,8500982650.0,-0.02,0.07,7.58,10.85
5352,835237,力佳科技,30.21,-3.33,-1.04,24896.0,75688699.06,4.29,31.22,29.88,31.22,31.25,0.82,3.83,30.31,4.2,2007635760.0,1965810015.0,0.1,0.03,-17.26,34.99
5353,600570,恒生电子,33.91,-3.34,-1.17,922056.0,3163348851.0,4.56,35.08,33.48,34.78,35.08,0.75,4.87,108.13,7.82,64230459493.0,64230459493.0,-0.03,-0.09,10.74,21.15
5354,603917,合力科技,13.91,-3.34,-0.48,230532.0,320406257.0,5.28,14.39,13.63,14.0,14.39,0.67,11.31,646.72,1.67,2835414400.0,2835414400.0,-0.22,0.51,6.92,18.38
5355,000973,佛塑科技,6.65,-3.34,-0.23,668917.0,449326122.22,3.63,6.88,6.63,6.86,6.88,0.88,6.91,57.97,2.27,6433364087.0,6433364087.0,0.15,0.15,-27.64,11.95
5356,688698,伟创电气,60.7,-3.36,-2.11,81665.0,488889596.0,7.12,62.48,58.01,62.39,62.81,0.83,3.86,45.73,6.15,12830479132.0,12830479132.0,-0.02,-0.08,74.43,37.95
5357,300007,汉威科技,43.09,-3.36,-1.5,643923.0,2796219088.08,5.88,45.05,42.43,42.87,44.59,0.83,22.76,132.62,4.93,14109631723.0,12193372325.0,-0.05,-0.12,138.99,110.71
5358,002183,怡 亚 通,4.59,-3.37,-0.16,1147766.0,525115392.27,5.89,4.75,4.47,4.48,4.75,1.1,4.42,145.92,1.33,11920271728.0,11920202878.0,0.44,0.22,-9.65,2.23
5359,688208,道通科技,43.03,-3.37,-1.5,188850.0,811451570.0,5.28,44.48,42.13,44.48,44.53,1.17,4.18,26.94,6.2,19444311545.0,19444311545.0,0.07,0.09,24.76,9.88
5360,002467,二六三,6.85,-3.39,-0.24,1688750.0,1161875399.54,4.37,7.11,6.8,7.1,7.09,0.74,12.39,109.55,5.0,9421297330.0,9339130347.0,0.15,0.15,24.09,24.09
5361,837592,华信永道,68.5,-3.4,-2.41,27126.0,188753432.62,4.89,71.5,68.03,69.01,70.91,0.71,7.1,-109.0,12.23,4257275000.0,2615413296.0,0.07,0.01,-13.35,10.45
5362,688153,唯捷创芯,40.28,-3.41,-1.42,64833.0,260618969.0,5.01,41.69,39.6,41.12,41.7,0.88,5.7,-404.4,4.3,17320310860.0,4582337428.0,0.02,-0.05,-0.27,20.38
5363,002598,山东章鼓,10.7,-3.43,-0.38,193121.0,207230822.11,3.07,10.95,10.61,10.95,11.08,0.64,6.85,24.61,2.74,3338767556.0,3018258696.0,0.09,0.28,17.45,13.23
5364,003041,真爱美家,25.34,-3.43,-0.9,21243.0,54319832.44,2.52,26.0,25.34,26.0,26.24,0.98,1.55,48.75,2.75,3648960000.0,3467104956.0,-0.08,-0.35,66.71,-5.52
5365,300307,慈星股份,9.28,-3.43,-0.33,631205.0,590299885.67,3.33,9.54,9.22,9.45,9.61,0.55,8.05,17.86,2.28,7370628641.0,7273884252.0,0.11,-0.22,17.17,12.62
5366,301171,易点天下,32.62,-3.43,-1.16,369737.0,1210703295.59,4.5,33.55,32.03,33.31,33.78,0.87,11.97,59.21,4.38,15392918221.0,10072241316.0,0.03,-0.12,2.16,15.71
5367,301333,诺思格,59.31,-3.44,-2.11,11318.0,67047593.08,4.56,60.88,58.08,60.35,61.42,0.69,1.97,50.89,3.18,5728234293.0,3399201765.0,0.0,0.0,-1.31,18.64
5368,002301,齐心集团,8.42,-3.44,-0.3,433317.0,366064295.28,3.78,8.65,8.32,8.64,8.72,0.71,6.04,28.73,1.92,6073412796.0,6045477678.0,0.0,0.0,36.03,18.42
5369,002843,泰嘉股份,30.08,-3.47,-1.08,311432.0,940633122.54,4.17,31.0,29.7,31.0,31.16,1.0,12.42,86.83,5.42,7643675785.0,7543840265.0,0.03,0.27,54.73,41.09
5370,836208,青矩技术,38.71,-3.47,-1.39,36126.0,146450189.1,9.33,42.34,38.6,40.1,40.1,0.85,5.98,15.22,3.79,3718936204.0,2340447826.0,0.0,-0.49,2.19,24.39
5371,688293,奥浦迈,41.46,-3.47,-1.49,5858.0,24453881.0,4.28,43.0,41.16,42.97,42.95,0.6,0.76,129.64,2.24,4707731341.0,3209389910.0,-0.05,-0.14,-6.54,13.65
5372,603848,好太太,14.41,-3.48,-0.52,71229.0,103012736.0,1.88,14.62,14.34,14.59,14.93,0.9,1.77,22.92,2.45,5820364874.0,5798677824.0,0.0,0.07,-5.38,-12.45
5373,000678,襄阳轴承,7.19,-3.49,-0.26,388936.0,280466069.0,4.03,7.38,7.08,7.35,7.45,0.78,8.46,-127.4,4.06,3304608820.0,3304608820.0,0.0,0.0,17.29,10.45
5374,873570,坤博精工,37.0,-3.5,-1.34,22776.0,86295388.52,7.8,39.49,36.5,37.8,38.34,0.95,10.17,72.88,4.85,1687530373.0,828418974.0,0.76,0.54,-14.81,23.42
5375,870726,鸿智科技,24.82,-3.5,-0.9,21420.0,53560960.37,5.13,25.72,24.4,25.72,25.72,0.79,3.9,51.63,5.76,1502149537.0,1363100451.0,0.0,0.24,10.02,27.22
5376,688443,智翔金泰-U,24.77,-3.51,-0.9,38076.0,94690134.0,5.03,25.8,24.51,25.75,25.67,0.9,3.34,-12.47,3.86,9082663600.0,2824772905.0,-0.08,0.12,-10.16,-1.28
5377,688358,祥生医疗,36.28,-3.51,-1.32,34598.0,124614514.0,4.84,37.39,35.57,37.38,37.6,0.51,3.09,31.0,2.96,4067878202.0,4067878202.0,0.17,0.17,40.62,48.57
5378,300211,亿通科技,9.87,-3.52,-0.36,236264.0,231978189.12,3.81,10.08,9.69,10.08,10.23,0.69,7.92,-75.76,6.14,2999786366.0,2946015603.0,-0.2,-0.3,32.66,10.9
5379,872925,锦好医疗,14.76,-3.53,-0.54,37090.0,54769546.5,4.05,15.08,14.46,15.0,15.3,0.71,6.71,183.3,4.05,1441854851.0,816154982.0,-0.2,0.75,-7.98,26.8
5380,688046,药康生物,16.12,-3.53,-0.59,42273.0,68363074.0,6.28,16.76,15.71,16.62,16.71,1.34,2.07,50.47,3.11,6609200000.0,3287368268.0,-0.06,0.19,17.49,25.45
5381,300896,爱美客,176.96,-3.53,-6.48,45794.0,810898883.05,2.31,179.77,175.53,178.0,183.44,1.28,2.2,25.33,7.18,53546691115.0,36917161613.0,0.0,0.1,-17.19,-3.04
5382,300536,*ST农尚,7.1,-3.53,-0.26,93381.0,67148874.0,6.66,7.49,7.0,7.39,7.36,1.15,3.18,-29.71,3.79,2082345744.0,2082098004.0,-0.14,-0.14,-1.8,23.91
5383,831396,许昌智能,11.95,-3.55,-0.44,93396.0,112913970.19,4.68,12.39,11.81,12.28,12.39,0.82,9.92,62.23,3.55,1978621250.0,1125084924.0,0.0,0.25,-7.36,27.13
5384,603040,新坐标,30.39,-3.55,-1.12,53898.0,163425317.0,6.76,31.64,29.51,31.64,31.51,0.76,3.99,19.24,3.14,4148778859.0,4104576604.0,0.2,0.1,29.59,33.17
5385,833454,同心传动,16.0,-3.56,-0.59,44524.0,72121147.23,5.91,16.78,15.8,16.3,16.59,0.62,7.05,54.64,5.29,1681600000.0,1010866000.0,0.0,0.06,-11.55,37.69
5386,300308,中际旭创,114.5,-3.56,-4.23,520554.0,5995134436.18,3.36,118.0,114.01,118.0,118.73,1.05,4.67,25.66,7.27,128373565281.0,127749316777.0,0.02,0.13,-14.42,-7.29
5387,603997,继峰股份,10.8,-3.57,-0.4,207049.0,225844553.0,4.11,11.22,10.76,11.17,11.2,2.34,1.64,-19.28,2.87,13673623403.0,13673623403.0,0.09,0.0,-15.43,-5.68
5388,836414,欧普泰,13.74,-3.58,-0.51,41565.0,58180256.63,5.68,14.36,13.55,14.31,14.25,0.77,7.52,-851.39,3.59,1095739870.0,759489987.0,0.0,0.07,-28.06,25.94
5389,837242,建邦科技,31.21,-3.58,-1.16,18655.0,58738039.42,7.41,32.29,29.89,32.1,32.37,0.97,5.09,14.51,3.38,2054811783.0,1142886012.0,0.0,-0.13,-10.39,30.42
5390,301389,隆扬电子,25.55,-3.58,-0.95,303798.0,772061928.25,14.34,27.8,24.0,26.51,26.5,1.39,37.01,103.17,3.31,7243425000.0,2097068551.0,0.2,0.31,58.6,52.81
5391,837403,康农种业,28.1,-3.6,-1.05,96857.0,306759196.12,24.56,35.15,27.99,32.0,29.15,2.25,23.33,156.78,4.81,1994318820.0,1166457695.0,-0.21,-2.33,42.86,30.82
5392,688238,和元生物,5.61,-3.61,-0.21,137820.0,77844160.0,5.5,5.88,5.56,5.85,5.82,0.92,2.95,-14.39,1.94,3641095887.0,2618428836.0,0.18,0.36,-2.6,13.56
5393,300271,华宇软件,9.6,-3.61,-0.36,780645.0,765902061.98,6.22,10.17,9.55,9.96,9.96,0.7,9.79,-22.19,1.92,7793862461.0,7653528038.0,0.21,0.0,18.67,36.75
5394,603920,世运电路,38.09,-3.62,-1.43,370623.0,1414443807.0,3.95,39.2,37.64,39.2,39.52,0.9,5.15,42.56,4.44,27402394586.0,27402394586.0,0.03,-0.1,14.9,29.56
5395,871981,晶赛科技,35.38,-3.62,-1.33,36540.0,131669780.19,7.65,37.67,34.86,36.2,36.71,1.04,9.87,238.63,5.27,2705437840.0,1310202456.0,-0.06,0.03,-13.92,33.61
5396,300098,高新兴,6.38,-3.63,-0.24,1468162.0,942732186.1,3.63,6.55,6.31,6.49,6.62,0.71,9.52,-180.79,3.92,11087050915.0,9836324340.0,0.0,0.16,-0.78,16.42
5397,600520,文一科技,35.23,-3.66,-1.34,150483.0,533113520.0,3.36,36.26,35.03,36.26,36.57,0.63,9.5,234.3,14.9,5581488900.0,5581488900.0,0.03,0.09,-3.8,15.51
5398,300100,双林股份,45.72,-3.67,-1.74,379742.0,1741656385.44,5.31,47.4,44.88,47.18,47.46,0.71,9.81,37.5,7.37,18323169927.0,17696515056.0,-0.04,0.07,112.75,65.41
5399,301110,青木科技,54.33,-3.67,-2.07,39276.0,214028083.14,3.48,55.84,53.88,55.84,56.4,0.85,8.09,52.2,3.6,5027444642.0,2637196292.0,0.0,0.04,23.06,-11.72
5400,300476,胜宏科技,53.62,-3.68,-2.05,395965.0,2105097916.82,4.22,54.52,52.17,54.52,55.67,1.23,4.63,45.37,5.57,46257364930.0,45856291191.0,-0.15,-0.11,32.13,27.39
5401,688315,诺禾致源,18.56,-3.68,-0.71,139005.0,259073918.0,4.88,19.25,18.31,19.25,19.27,0.6,3.34,43.09,3.18,7724672000.0,7724672000.0,-0.11,-0.16,36.87,48.48
5402,002862,实丰文化,31.01,-3.7,-1.19,95081.0,295270320.0,4.04,31.88,30.58,31.88,32.2,0.79,10.54,617.09,9.01,3721200000.0,2796391344.0,0.0,0.03,14.47,6.2
5403,300832,新产业,62.2,-3.7,-2.39,50262.0,316597200.26,3.7,64.39,62.0,64.29,64.59,1.19,0.74,26.49,6.02,48871708427.0,42308908117.0,-0.02,0.05,-1.85,-12.21
5404,688118,普元信息,26.0,-3.7,-1.0,70165.0,182451815.0,4.48,26.86,25.65,26.86,27.0,1.07,7.47,-26.68,3.1,2443221014.0,2443221014.0,-0.12,-0.04,7.88,23.63
5405,600055,万东医疗,18.2,-3.7,-0.7,167790.0,305964877.0,4.76,18.94,18.04,18.94,18.9,0.67,3.1,82.92,6.54,12795711256.0,9842854822.0,-0.11,-0.11,4.0,20.53
5406,301428,世纪恒通,49.59,-3.71,-1.91,129480.0,649714892.49,6.66,52.0,48.57,52.0,51.5,0.59,21.16,55.9,3.94,4892880017.0,3034742717.0,0.0,0.32,50.96,27.97
5407,300432,富临精工,19.99,-3.71,-0.77,627017.0,1249236914.17,5.59,20.75,19.59,20.73,20.76,0.82,5.2,58.94,5.61,24412933747.0,24093592517.0,-0.05,0.0,30.65,29.97
5408,688225,亚信安全,26.43,-3.72,-1.02,81981.0,219755914.0,9.95,28.5,25.77,26.9,27.45,0.96,3.92,-38.06,5.44,10572264300.0,5526718176.0,-0.23,0.23,12.18,45.14
5409,002581,未名医药,9.83,-3.72,-0.38,159899.0,157345663.0,5.0,10.21,9.7,10.16,10.21,2.25,3.99,332.55,3.1,6485200810.0,3939777113.0,-0.1,0.0,-21.92,-7.61
5410,300067,安诺其,6.2,-3.73,-0.24,1266573.0,785059706.13,4.35,6.38,6.1,6.38,6.44,0.83,13.51,437.34,2.8,7157122359.0,5812398822.0,0.0,0.32,10.52,0.49
5411,600070,*ST富润,1.29,-3.73,-0.05,204441.0,26340340.0,3.73,1.32,1.27,1.29,1.34,0.88,4.03,-3.15,1.3,654572744.0,653669744.0,0.0,0.0,-30.65,-25.86
5412,838670,恒进感应,17.79,-3.73,-0.69,56630.0,103510230.59,5.79,18.86,17.79,18.35,18.48,0.66,8.58,186.59,5.43,2383860000.0,1174191591.0,-0.11,-0.17,11.4,13.82
5413,300347,泰格医药,59.29,-3.73,-2.3,148765.0,892656719.55,4.74,61.8,58.88,61.43,61.59,0.75,2.62,47.28,2.43,51282800715.0,33640259970.0,0.12,0.03,-8.64,8.55
5414,688368,晶丰明源,94.18,-3.75,-3.67,18781.0,180025203.0,5.27,98.97,93.81,96.99,97.85,1.01,2.14,-250.26,6.57,8271496945.0,8271496945.0,0.0,-0.13,-1.73,5.82
5415,603444,吉比特,228.59,-3.76,-8.92,17627.0,406791768.0,5.01,238.44,226.54,237.0,237.51,1.01,2.45,18.78,3.48,16467875278.0,16467875278.0,0.0,-0.04,12.66,4.46
5416,301536,星宸科技,83.01,-3.77,-3.25,76801.0,640977696.12,4.13,85.36,81.8,84.13,86.26,0.75,20.27,133.58,12.07,34952190600.0,3145694415.0,-0.07,-0.14,83.81,3.89
5417,002137,实益达,9.7,-3.77,-0.38,567574.0,553782520.21,2.18,9.9,9.68,9.9,10.08,0.46,14.32,155.76,3.64,5601797084.0,3845651873.0,0.1,0.1,44.35,7.9
5418,831627,力王股份,26.49,-3.78,-1.04,52029.0,138846480.02,4.76,27.43,26.12,26.58,27.53,0.69,11.11,98.3,5.77,2501980500.0,1240195575.0,-0.04,0.3,-19.8,37.83
5419,301187,欧圣电气,38.32,-3.79,-1.51,53008.0,206135115.26,5.15,39.86,37.81,39.62,39.83,1.12,11.07,28.43,4.85,6997525570.0,1834540187.0,0.1,0.29,35.41,12.38
5420,688062,迈威生物-U,19.0,-3.8,-0.75,157677.0,303689396.0,5.37,19.85,18.79,19.85,19.75,2.17,7.72,-8.2,3.96,7592400000.0,3879230000.0,-0.11,-0.16,-20.44,-5.94
5421,300798,锦鸡股份,7.09,-3.8,-0.28,214315.0,151281901.1,3.12,7.2,6.97,7.17,7.37,1.11,5.76,282.44,1.96,3323863425.0,2640086532.0,-0.28,0.0,-5.34,-0.84
5422,603786,科博达,70.39,-3.8,-2.78,28193.0,198870985.0,4.28,72.9,69.77,72.8,73.17,1.3,0.7,35.15,5.61,28429838217.0,28324098359.0,0.09,0.06,18.5,13.9
5423,300642,透景生命,15.17,-3.8,-0.6,82630.0,125834697.9,3.74,15.65,15.06,15.53,15.77,1.02,6.0,76.04,1.64,2473042845.0,2089014674.0,-0.13,-0.13,-8.89,7.44
5424,688023,安恒信息,66.28,-3.82,-2.63,69311.0,459727530.0,4.64,68.5,65.3,68.5,68.91,0.79,6.79,-15.13,2.89,6778614407.0,6764904323.0,-0.06,-0.03,30.7,62.45
5425,300288,朗玛信息,18.14,-3.82,-0.72,381174.0,696105183.18,4.83,18.77,17.86,18.42,18.86,0.69,14.86,112.2,3.75,6130257032.0,4654168753.0,-0.11,0.06,17.03,24.08
5426,870299,灿能电力,13.09,-3.82,-0.52,63816.0,84534792.98,6.39,13.8,12.93,13.36,13.61,0.74,14.16,65.47,4.48,1179530423.0,590103536.0,0.08,0.0,-3.61,34.81
5427,301230,泓博医药,38.76,-3.82,-1.54,106893.0,411937676.02,5.53,39.78,37.55,39.35,40.3,0.55,13.91,266.2,5.18,5410376810.0,2979105422.0,-0.23,0.0,48.68,51.88
5428,002102,能特科技,3.02,-3.82,-0.12,1017498.0,311960240.08,4.46,3.14,3.0,3.12,3.14,0.71,4.37,49.59,1.89,7950393080.0,7036143781.0,-0.33,-0.66,11.44,15.27
5429,835579,机科股份,23.4,-3.82,-0.93,61039.0,147081856.82,6.25,24.8,23.28,24.7,24.33,0.84,13.69,281.33,5.85,3029832000.0,1043041428.0,0.04,0.13,-10.62,25.94
5430,605376,博迁新材,41.21,-3.83,-1.64,153604.0,634689372.0,5.6,42.7,40.3,41.99,42.85,1.4,5.87,95.03,7.03,10780536000.0,10780536000.0,-0.19,0.15,40.12,42.35
5431,831856,浩淼科技,12.55,-3.83,-0.5,38006.0,48256755.85,5.75,13.08,12.33,12.99,13.05,0.79,7.93,-266.74,2.47,1085308350.0,601382534.0,0.08,0.32,-11.24,49.58
5432,832522,纳科诺尔,57.7,-3.83,-2.3,59844.0,351981492.29,5.83,60.5,57.0,60.0,60.0,0.87,6.53,29.64,6.18,6464938800.0,5286837510.0,0.02,-0.41,3.0,14.21
5433,834475,三友科技,21.3,-3.84,-0.85,37280.0,80604683.48,7.45,22.29,20.64,22.29,22.15,0.96,8.87,188.05,6.08,2191667760.0,895662018.0,0.33,0.47,-37.9,32.13
5434,002052,*ST同洲,4.76,-3.84,-0.19,137654.0,65953844.45,5.66,4.98,4.7,4.85,4.95,1.0,1.85,-186.54,-926.73,3550768143.0,3550750293.0,-0.21,-0.63,6.25,-23.47
5435,603803,瑞斯康达,12.01,-3.84,-0.48,362429.0,436054920.0,3.84,12.38,11.9,12.36,12.49,0.6,8.53,-59.44,3.06,5155089015.0,5102851520.0,0.0,0.0,59.07,25.89
5436,688277,天智航-U,13.97,-3.85,-0.56,142447.0,200091567.0,4.96,14.52,13.8,14.42,14.53,0.54,3.17,-61.81,5.32,6278005388.0,6278005388.0,0.0,-0.21,32.42,39.84
5437,688399,硕世生物,66.5,-3.86,-2.67,22717.0,151643760.0,6.53,69.52,65.0,69.52,69.17,1.09,4.01,104.24,1.15,3768560453.0,3768560453.0,0.06,0.23,-18.58,1.19
5438,301007,德迈仕,21.84,-3.87,-0.88,179010.0,391112928.0,6.03,22.87,21.5,22.5,22.72,1.06,11.91,61.32,5.09,3348945600.0,3282319142.0,0.0,0.05,28.55,18.82
5439,002593,日上集团,5.95,-3.88,-0.24,1034272.0,618133565.21,5.49,6.19,5.85,6.19,6.19,0.74,18.13,115.61,2.01,4782955273.0,3394289265.0,0.0,0.34,77.61,17.36
